record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch
F071,lobo2020papaya,Leaf fraction F4,fraction_mixture,F4,Carica papaya,Leaves,2.5,mg/mL,2500.0,growth_inhibition,=,100,percent,,100,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Numerical prose value at 2.5 mg/mL; lower-dose graph not digitized.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Fraction mass per medium volume,,,lobo2020papaya,2
F072,lobo2020papaya,Leaf fraction F9,fraction_mixture,F9,Carica papaya,Leaves,2.5,mg/mL,2500.0,growth_inhibition,=,58.02,percent,,58.02,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Numerical prose value at 2.5 mg/mL; lower-dose graph not digitized.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Fraction mass per medium volume,,,lobo2020papaya,2
F073,lobo2020papaya,Squalene,pure_compound,1,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,500.0,growth_inhibition,=,25.67,percent,,25.67,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2
F074,lobo2020papaya,Carpaine,pure_compound,6,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,500.0,growth_inhibition,=,27.67,percent,,27.67,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2
F075,lobo2020papaya,Squalene + carpaine (1:1),defined_mixture,1+6,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,,growth_inhibition,=,41.86,percent,,41.86,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2
F076,lobo2020papaya,Quercetin (commercial aglycone),pure_compound,commercial,Carica papaya (quercetin reagent not isolated from this sample),Leaves; commercial quercetin comparator where indicated,0.5,mg/mL,500.0,qualitative_fungal_effect,=,No effect reported,text,,,,,,Acromyrmex octospinosus,Leucoagaricus gongylophorus,Five weeks,Assay-specific endpoint only,Pure-compound numbers reported in section3.3; mixture is not established synergy. Commercial quercetin null does not label the isolated glycosides inactive.,Mixture of squalene/carpaine 1:1 is labelled0.5 mg/mL without explicit total-versus-each-component clarification. Larger combination effect alone is not a formal synergy test. Glycosides/other isolated compounds were not tested; commercial quercetin was tested.,"PDF 5,8 / printed 205,208; sections3.1,3.3 and Fig 3",https://doi.org/10.1080/09670874.2019.1610812,sources/lobo2020papaya.pdf,lobo2020papaya,Agar contact,Compound mass per medium volume; mixture total-versus-component basis unresolved,,,lobo2020papaya,2
F077,souza2005,Dichloromethane stem extract,crude_extract,extract,Pilocarpus grandiflorus,Stems,1000,µg/mL,1000,growth_inhibition,=,100,percent,,100,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F078,souza2005,Germanicol,pure_compound,2,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F079,souza2005,β-Amyrin,pure_compound,3,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F080,souza2005,β-Sitosterol,pure_compound,5,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F081,souza2005,Stigmast-4-en-3-one,pure_compound,6,Pilocarpus grandiflorus,Stems,100,µg/mL,100,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F082,souza2005,3β-Hydroxystigmast-5-en-7-one,pure_compound,7,Pilocarpus grandiflorus,Stems,60,µg/mL,60,growth_inhibition,=,20,percent,,20,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F083,souza2005,Syringaresinol,pure_compound,9,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F084,souza2005,Syringaldehyde,pure_compound,10,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F085,souza2005,Vanillic acid,pure_compound,12,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F086,souza2005,Dictamine [dictamnine],pure_compound,16,Pilocarpus grandiflorus,Stems,40,µg/mL,40,growth_inhibition,=,40,percent,,40,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F087,souza2005,1-Methyl-4-methoxy-2-quinolone,pure_compound,17,Pilocarpus grandiflorus,Stems,60,µg/mL,60,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F088,souza2005,Platydesmine,pure_compound,18,Pilocarpus grandiflorus,Stems,50,µg/mL,50,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus,"Not restated; cited1990 protocol reads30–35 days, not independently confirmed for this run.",Assay-specific endpoint only,Table 3; no MIC or IC50 inferred. Dictamine spelling retained with synonym cue; molecular identity still requires curation.,Do not infer an assay for each of 18 isolated compounds: Table 3 lists only 11 plus extract. New imidazole compound 1 has no tabulated assay. Related Godoy thesis may overlap; do not count it as independent replication.,PDF 3 / printed 789; Table 3,https://doi.org/10.1515/znb-2005-0715,sources/souza2005.pdf,souza2005,,Reported assay concentration,,,souza2005_godoy2003_potential_overlap,2
F089,melo2020,"Myrcia oil, isopulegol chemotype",essential_oil,MLUN19,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,145.1,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,117.1,181.8,melo2020,2
F090,melo2020,Isopulegol (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,150.1,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,136.1,165.8,melo2020,2
F091,melo2020,"Myrcia oil, citral chemotype",essential_oil,MLUN23,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,104.8,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,81.9,143.1,melo2020,2
F092,melo2020,Citral (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,31.7,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,29.1,34.4,melo2020,2
F093,melo2020,Aristolochia stem essential oil,essential_oil,,Aristolochia trilobata,Stems,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2
F094,melo2020,"1,8-Cineol",pure_compound,,Myrcia lundiana / Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2
F095,melo2020,Sulcatyl acetate,pure_compound,,Aristolochia trilobata study,Synthesized comparator,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2
F096,melo2020,Limonene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2
F097,melo2020,Linalool,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2
F098,melo2020,p-Cymene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,266.6,µL/L air,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation,µL/L air,,,melo2020,2
F099,melo2020,"Myrcia oil, isopulegol chemotype",essential_oil,MLUN19,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,238.1,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,160.4,332.4,melo2020,2
F100,melo2020,Isopulegol (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,696.8,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,636.0,747.6,melo2020,2
F101,melo2020,"Myrcia oil, citral chemotype",essential_oil,MLUN23,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,217.9,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,158.7,324.8,melo2020,2
F102,melo2020,Citral (purchased),pure_compound,,Myrcia lundiana,Leaves for oils; purchased compound comparators,,,,IC50,=,289.9,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Route-specific concentration endpoint; no mass/molar conversion without density/composition,Fig 2 printed fit and interval values; curves not digitized.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,241.3,356.4,melo2020,2
F103,melo2020,Aristolochia stem essential oil,essential_oil,,Aristolochia trilobata,Stems,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2
F104,melo2020,"1,8-Cineol",pure_compound,,Myrcia lundiana / Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2
F105,melo2020,Sulcatyl acetate,pure_compound,,Aristolochia trilobata study,Synthesized comparator,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2
