source_id,title,authors,year,language,document_type,doi,original_url,local_file,validation_status,notes
s2_f875b40752,The refuse dump provides information that influences the foraging preferences of leaf‐cutting ants,A. M. Alma; A. Arenas; Patrica Carina Fernandez; M. Buteler,2024,Not checked,Indexed literature record (type to verify),10.1111/een.13380,https://doi.org/10.1111/een.13380,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_fc97cf5d0a,Plant palatability to leaf-cutter ants (Atta laevigata) and litter decomposability in a Neotropical woodland savanna,L. V. B. Silva; H. Vasconcelos,2011,Not checked,Indexed literature record (type to verify),10.1111/J.1442-9993.2010.02169.X,https://doi.org/10.1111/J.1442-9993.2010.02169.X,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_fdec16d5a2,"Attractivity or Repellence: Relation between the Endophytic Fungi of Acalypha, Colocasia and the Leaf-Cutting Ants—Atta sexdens",L. M. Machado; Thays Neigri da Silva; Daiane Raquel Polezel; Amanda A. de Oliveira; Manuela de O. Ramalho; F. C. Pagnocca; O. Bueno,2021,Not checked,Indexed literature record (type to verify),10.4236/AE.2021.92008,https://doi.org/10.4236/AE.2021.92008,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_fefcc00b28,Learning through the waste: olfactory cues from the colony refuse influence plant preferences in foraging leaf-cutting ants,A. Arenas; F. Roces,2016,Not checked,Indexed literature record (type to verify),10.1242/jeb.139568,https://doi.org/10.1242/jeb.139568,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_06d06bd7c6,Post-selection and return of foraged material by Acromyrmex subterraneus brunneus (Hymenoptera: Formicidae),Roberto da Silva Camargo; L. C. Forti; C. A. O. de Matos; J. Lopes; A. P. D. de Andrade; V. M. Ramos,2003,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/06d06bd7c69cbcb3221586c0a99e0943f3beeda1,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_076b9352fd,Foraging and grass selection by the grass-cutting ant Acromyrmex landolti fracticornis (Forel) (Hymenoptera: Formicidae) in habitats of introduced forage grasses in Paraguay,H. Fowler; S. W. Robinson,1977,Not checked,Indexed literature record (type to verify),10.1017/S0007485300007021,https://doi.org/10.1017/S0007485300007021,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_2f8fb094e2,Fungus garden nutritional needs drive foraging decisions in the social symbiosis of the desert leafcutter ant Acromyrmex versicolor,,2026,Not checked,Indexed literature record (type to verify),10.1038/s41598-026-60799-x,https://doi.org/10.1038/s41598-026-60799-x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_5db112341a,Foraging leafcutter ants: olfactory memory underlies delayed avoidance of plants unsuitable for the symbiotic fungus,N. Saverschek; F. Roces,2011,Not checked,Indexed literature record (type to verify),10.1016/J.ANBEHAV.2011.05.015,https://doi.org/10.1016/J.ANBEHAV.2011.05.015,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_6615b3f57a,"Preferência de corte de Eucalyptus spp. por Acromyrmex laticeps nigrosetosus Forel, 1908 (Hymenoptera: formicidae) em condições de laboratório.",A. Marsaro; Adrián J. Molina-Rugama; C. Lima; T. Della Lucia,2007,Portuguese title; full text not checked,Indexed literature record (type to verify),10.5902/198050981948,https://doi.org/10.5902/198050981948,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_c65eaf6967,Screening for non-preference of the leaf-cutting ant Acromyrmex subterraneus subterraneus for Eucalyptus,T. M. D. Lucia; M. A. Oliveira; M. D. S. Araujo; E. Vilela,1995,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/c65eaf6967205aa27d3b9e325de479dc16fd3c9d,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_e13dcb4346,Foraging activity of the attine ant Acromyrmex octospinosus (Reich) (Hymenoptera: Formicidae) on resistant and susceptible yam varieties,Y. Rahbé; G. Febvay; A. Kermarrec,1988,Not checked,Indexed literature record (type to verify),10.1017/S0007485300013092,https://doi.org/10.1017/S0007485300013092,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_ec2b53b54c,Reciprocal nutritional provisioning between leafcutter ants and their fungal cultivar mediates performance of symbiotic farming systems,Mille Bolander; Julie Elmegaard Andersen; B. Conlon; X. Arnan; A. Michelsen; J. Shik,2023,Not checked,Indexed literature record (type to verify),10.1111/1365-2435.14437,https://doi.org/10.1111/1365-2435.14437,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_f28ed3be66,"PREFERÊNCIA DE CORTE DE Acromyrmex crassispinus (FOREL, 1909) E Acromyrmex ambiguus (EMERY, 1887) (HYMENOPTERA: FORMICIDAE) POR DIFERENTES ESPÉCIES DE EUCALIPTOS EM LABORATÓRIO",J. Rosado; A. E. Loeck; D. Freitas; Michel Gonçalves de Gonçalves; William Dröse; Uemerson Silva da Cunha; Elder Finkenauer,2014,Portuguese title; full text not checked,Indexed literature record (type to verify),10.5902/1980509816589,https://doi.org/10.5902/1980509816589,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_06b3e2c31a,The multidimensional nutritional niche of fungus‐cultivar provisioning in free‐ranging colonies of a neotropical leafcutter ant,A. Crumière; Aidan James; Pol Lannes; S. Mallett; A. Michelsen; R. Rinnan; J. Shik,2021,Not checked,Indexed literature record (type to verify),10.1111/ele.13865,https://doi.org/10.1111/ele.13865,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_15435bb126,Nutritional challenges of feeding a mutualist: Testing for a nutrient–toxin tradeoff in fungus‐farming leafcutter ants,A. Crumière; S. Mallett; A. Michelsen; R. Rinnan; J. Shik,2022,Not checked,Indexed literature record (type to verify),10.1002/ecy.3684,https://doi.org/10.1002/ecy.3684,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_2db8a2ba3e,Influence of physical and chemical factors during foraging and culture of the symbiont fungus in Atta sexdens rubropilosa (Hymenoptera: Formicidae),S. S. Verza; L. C. Forti; J. Lopes; R. Camargo; C. Matos,2007,Not checked,Indexed literature record (type to verify),10.1111/j.1744-7917.2007.00155.x,https://doi.org/10.1111/j.1744-7917.2007.00155.x,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_543e2c073d,"THE INFLUENCE OF SIZE ON FORAGING IN THE ANT, ATTA CEPHALOTES, AND THE EFFECT OF SOME PLANT DEFENCE MECHANISMS",D. J. Stradling,1978,Not checked,Indexed literature record (type to verify),10.2307/3930,https://doi.org/10.2307/3930,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_715bc726ae,"PREFERÊNCIA DE SAÚVA LIMÃO, Atta sexdens rubropilosa Forel, 1908 (HYMENOPTERA, FORMICIDAE) A DIFERENTES ESPÉCIES FLORESTAIS, EM CONDIÇÕES DE LABORATÓRIO",O. Peres; Alberto Dorval; E. Berti,2005,Portuguese title; full text not checked,Indexed literature record (type to verify),10.5902/198050981675,https://doi.org/10.5902/198050981675,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_8e6ec118f3,Some factors involved in the selection of vegetable substrate by Atta cephalotes (L.) (Hymenoptera: Formicidae) in tropical rain forest,J. M. Cherrett,1972,Not checked,Indexed literature record (type to verify),10.2307/3200,https://doi.org/10.2307/3200,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_a247a3014e,Chemical Gradients of Plant Substrates in an Atta texana Fungus Garden,A. Caraballo-Rodríguez; Sara P. Puckett; Kathleen E. Kyle; D. Petráš; Ricardo da Silva; L. Nothias; Madeleine Ernst; Justin J. J. van der Hooft; A. Tripathi; Mingxun Wang; Marcy J. Balunas; J. Klassen; P. Dorrestein,2021,Not checked,Indexed literature record (type to verify),10.1128/mSystems.00601-21,https://doi.org/10.1128/mSystems.00601-21,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_8c437dc5c9,"Preference of Atta capiguara (Hymenoptera, Formicidae) for Different Grasses",A. C. Vitório; L. C. Forti; R. Rodella; C. Costa; N. Caldato; R. T. Fujihara; Marcílio de Souza Silva,2011,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/8c437dc5c901666d6919706929fdeaa6027c14a7,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_b0658c1427,Interference of epicuticular wax from leaves of grasses in selection and preparation of substrate for cultivation of symbiont fungus by Atta capiguara (Hym. formicidae),Marise G. Garcia; L. C. Forti; S. S. Verza; N. C. Noronha; N. S. Nagamoto,2005,Not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/b0658c1427ccf1dce837f2ad5c3a10dc93ec9934,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_77edbb1015,Papel da interação formiga-fungo simbionte na seleção de plantas por formigas cortadeiras,Anália Arêdes; Jonathan Rodriguez; Jean Carlos dos Santos Lima; Maria Cristina Canela Gazotti; Omar Bailez; Ana Maria Viana-Bailez,2017,Portuguese title; full text not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/77edbb101522388740d12e46d110a4fb0e724a34,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_88a8554c9f,Resistência intra-específica de eucaliptos a formigas-cortadeiras.,D. Santana; L. Couto,1996,Portuguese title; full text not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/88a8554c9f15f728418f76c5f8ec0b9179a1fc1f,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_c107e2945e,Danos e preferência de forrageamento de formigas cortadeiras em vimeiros,J. Casa; M. I. C. Boff; T. D. Rech; Pedro Boff,2008,Portuguese title; full text not checked,Indexed literature record (type to verify),10.52945/rac.v21i3.869,https://doi.org/10.52945/rac.v21i3.869,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_a9f9b8dfa3,Forage preference in two geographically co-occurring fungus gardening ants: A dietary DNA approach,Matthew Richards-Perhatch; Elizabeth D. Boshers; Matthew Greenwold; J. Seal,2025,Not checked,Indexed literature record (type to verify),10.1371/journal.pone.0336150,https://doi.org/10.1371/journal.pone.0336150,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_0cb4a46e18,ANÁLISE DO EFEITO DE EXTRATOS NATURAIS NA INIBIÇÃO DO DESENVOLVIMENTO DO FUNGO SIMBIONTE LEUCOAGARICUS GONGYLOPHORUS PARA DETERMINAÇÃO DO POTENCIAL NA UTILIZAÇÃO COMO FORMICIDA COM BASE ECOLÓGICA,Ariane A. Tesser; T. Silva; J. A. Soares; Yana Kutcher; Talize Foppa; Leyza Paloschi de Oliveira,2014,Not checked,Indexed literature record (type to verify),10.33362/RIES.V3I1.243,https://doi.org/10.33362/RIES.V3I1.243,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_33b22ed0d6,Extrações de óleos de sementes de citros e suas atividades sobre a formiga cortadeira Atta sexdens e seu fungo simbionte,João Batista Fernandes; Valmir David; Patrícia H. Facchini; M. D. Silva; Edson Rodrigues Filho; Paulo C. Vieira; M. S. Galhiane; F. C. Pagnocca; O. C. Bueno; M. Hebling; S. R. Victor; A. M. Santos,2002,Portuguese title; full text not checked,Indexed literature record (type to verify),10.1590/S0100-40422002000700009,https://doi.org/10.1590/S0100-40422002000700009,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_3f43622c00,Estudo das atividades antimicrobial e inibidora de pectinases dos extratos e compostos isolados de Siphoneugena densiflora (Myrtaceae) e Vitex polygama (Lamiaceae),M. B. C. Gallo; Cinthia Zavan; R. Almeida; P. C. Vieira; João Batista Fernandes; Maria Fátima das Garças Fernandes da Silva; Maurício Bacci; F. C. Pagnocca; M. Sobral,2013,Portuguese title; full text not checked,Indexed literature record (type to verify),,https://www.semanticscholar.org/paper/3f43622c000951f4b078b133677bf32b00009918,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_51d18c86f2,Análise de agrupamento e regressão não-linear aplicados ao crescimento in vitro de Leucoagaricus gongylophorus (Singer) Möller em meios de cultura acrescido com diferentes extratos vegetais,Marcelo Dias de Souza; O. P. Filho; Sidney Fernando Caldeira; A. Pelissari; A. Dorval,2011,Portuguese title; full text not checked,Indexed literature record (type to verify),10.5007/2175-7925.2011V24N4P85,https://doi.org/10.5007/2175-7925.2011V24N4P85,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_8d239d7cc1,"Factors influencing the growth of Attamyces bromatificus, a symbiont of attine ants",R. J. Powell; D. J. Stradling,1986,Not checked,Indexed literature record (type to verify),10.1016/S0007-1536(86)80022-5,https://doi.org/10.1016/S0007-1536(86)80022-5,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_58ea444d4c,ATTINE: a computerized database of leaf‐cutting ant (Atta and Acromyrmex) literature,H. G. Fowler; F. M. Schlittler; M. Schlindwein,1995,Not checked,Indexed literature record (type to verify),10.1111/J.1439-0418.1995.TB01280.X,https://doi.org/10.1111/J.1439-0418.1995.TB01280.X,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_a0b5ea71e0,Agricultural Insects of the Paraguayan Chaco,J. L. Nickel,1958,Not checked,Indexed literature record (type to verify),10.1093/JEE/51.5.633,https://doi.org/10.1093/JEE/51.5.633,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_2ab0e35f5d,Effect of Tithonia diversifolia Mulch on Atta cephalotes (Hymenoptera: Formicidae) Nests,Jonathan Rodríguez; J. Montoya-Lerma; Z. Calle,2015,Not checked,Indexed literature record (type to verify),10.1093/jisesa/iev015,https://doi.org/10.1093/jisesa/iev015,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_bbdd86300e,Ricinus communis and Jatropha curcas (Euphorbiaceae) Seed Oil Toxicity Against Atta sexdens rubropilosa (Hymenoptera: Formicidae),E. Alonso; Déborah Yara Alves Cursino Santos,2013,Not checked,Indexed literature record (type to verify),10.1603/EC12035,https://doi.org/10.1603/EC12035,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
s2_62bf7130af,"EFECTOS DE EXTRACTOS ACETÓNICOS Y ACUOSOS DE RICINUS COMMUNIS (RICINO), MELIA AZEDARACH (PARAÍSO) Y TRICHILLIA GLAUCA (TRICHILLIA), SOBRE LA HORMIGA NEGRA COMÚN (ACROMYRMEX LUNDI)",P. Caffarini; P. Carrizo; A. Pelicano; Patricia Roggero; J. Pacheco,2008,Not checked,Indexed literature record (type to verify),10.4067/S0718-34292008000100008,https://doi.org/10.4067/S0718-34292008000100008,,Discovery lead: original results require validation,"Retained for broader screening on plant choice, rejection, chemical defense, nutrition, physical traits, endophytes, or historical literature. Source metadata not comprehensively corrected."
pagnocca1996,Toxicity of lignans to symbiotic fungus of leaf-cutting ants,"Pagnocca, F. C.; Ribeiro, S. B.; Torkomian, V. L. V.; et al.",1996,English,Journal article,10.1007/BF02266969,https://repositorio.unesp.br/entities/publication/44608eaa-b84f-4614-8e00-6f6fb9c5caf1,sources/pagnocca1996.pdf,Original full text: relevant methods/results checked,"PDF 2 source mapping: V. sebifera leaves1/2/5/6; Virola sp. leaves3/7/8; Otoba parvifolia fruits4. PDF 3 structures; PDF 4 Table 1 uses remaining growth. Sesamin70 and epigalgravin200 µg/mL: <20% growth despite prose saying complete. Episesamin and lignan 8 null; philygenol weak. Visual30–35-day assay, one donor colony."
morais2012thesis,Extratos botânicos e seus efeitos em Atta sexdens rubropilosa (Hymenoptera: Formicidae),"Morais, Wagner Calixto de Castro",2012,Portuguese,Master’s dissertation,,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,Original full text: relevant methods/results checked,"UFV original downloaded openly. Chapter2 PDF 39–50; methodsPDF44–45, Table 1PDF48. Same fungal results as2015 article abstract; not independent replication. Stock-versus-final-dose ambiguity and discs nested within plates flagged. Plant compounds mentioned in discussion were not isolated/tested in this study."
