record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch,compound_id,preferred_name,identity_status,source_block,compound_source_group,route_for_grouping,endpoint_family,assay_medium,controls_and_replication,donor_replication,dose_ug_ml_for_grouping,comparison_block,conventional_potency_regression_eligible,potency_eligibility_reason,exact_structure_assigned,evidence_direction
F109,melo2020,Citral (purchased),pure_compound,,Myrcia lundiana,Purchased reagent comparator,123.21,µL/L air,,no_regrowth_after_transfer,=,No mycelial regrowth observed,categorical,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Recovery endpoint supporting killing under tested conditions; separate from IC50,Seven days exposure then seven days recovery; source dose is upper confidence limit of IC99. Lower IC99 condition showed recovery; its exact concentration was not tabulated.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation followed by transfer to untreated agar,Volume per air volume,,,melo2020,2,C030,Citral (isomer composition unspecified),isomer_composition_unresolved,melo2020,melo2020|C030,fumigation,recovery_after_exposure,PDA; sealed dishes. Fumigation from filter paper in lid; contact treatment incorporated using1% DMSO.,Four replicates/treatment; PDA control for fumigation; PDA+1% DMSO control for contact.,Laboratory colonies; exact donor count not stated. Morphology/gongylidia and ant acceptance used for identification.,,melo2020|fumigation|recovery_after_exposure||Seven days; citral recovery: further seven days on untreated PDA.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,no_regrowth_in_observation_window
M001,coumarins2005,Angelicin,pure_compound,1,Citrus limonia,Roots,72,µg/mL,72,growth_inhibition,=,40,percent,,40,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Angelicin,compound_assessment,C036,Angelicin,achiral_identity_resolved,coumarins2005,coumarins2005|C036,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,72,coumarins2005|agar_contact|coarse_visual_growth|72|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M002,coumarins2005,Suberosin,pure_compound,2,Citrus limonia,Roots,64,µg/mL,64,growth_inhibition,=,100,percent,,100,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Suberosin,compound_assessment,C037,Suberosin,achiral_identity_resolved,coumarins2005,coumarins2005|C037,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,64,coumarins2005|agar_contact|coarse_visual_growth|64|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M003,coumarins2005,Xanthoxyletin,pure_compound,3,Citrus limonia,Roots,70,µg/mL,70,growth_inhibition,=,100,percent,,100,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Xanthoxyletin,compound_assessment,C038,Xanthoxyletin,achiral_identity_resolved,coumarins2005,coumarins2005|C038,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,70,coumarins2005|agar_contact|coarse_visual_growth|70|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M004,coumarins2005,Clausarin,pure_compound,4,Citrus limonia,Roots,75,µg/mL,75,growth_inhibition,=,0,percent,,0,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Clausarin,compound_assessment,C039,Clausarin,achiral_identity_resolved,coumarins2005,coumarins2005|C039,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,75,coumarins2005|agar_contact|coarse_visual_growth|75|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,no_inhibition_at_tested_dose
M005,coumarins2005,Isopimpinellin,pure_compound,5,Adiscanthus fusciflorus,Roots,80,µg/mL,80,growth_inhibition,=,100,percent,,100,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Isopimpinellin,compound_assessment,C040,Isopimpinellin,achiral_identity_resolved,coumarins2005,coumarins2005|C040,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,80,coumarins2005|agar_contact|coarse_visual_growth|80|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M006,coumarins2005,Umbelliferone,pure_compound,6,Picramnia teapensis,Bark,65,µg/mL,65,growth_inhibition,=,60,percent,,60,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Umbelliferone,compound_assessment,C041,Umbelliferone,achiral_identity_resolved,coumarins2005,coumarins2005|C041,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,65,coumarins2005|agar_contact|coarse_visual_growth|65|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M007,coumarins2005,Xanthyletin,pure_compound,7,Pilocarpus riedelianus,Stems,25,µg/mL,25,growth_inhibition,=,100,percent,,100,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Xanthyletin,compound_assessment,C042,Xanthyletin,achiral_identity_resolved,coumarins2005,coumarins2005|C042,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,25,coumarins2005|agar_contact|coarse_visual_growth|25|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M008,coumarins2005,"7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",pure_compound,8,Pilocarpus riedelianus,Stems,75,µg/mL,75,growth_inhibition,=,80,percent,,80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,"coumarins2005|7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",compound_assessment,C043,"7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",database_unresolved,coumarins2005,coumarins2005|C043,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,75,coumarins2005|agar_contact|coarse_visual_growth|75|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,inhibition_at_tested_dose
M009,coumarins2005,Piperonyl butoxide,reference_compound,PBO,Not applicable,Commercial reference,50,µg/mL,50,growth_inhibition,>=,80,percent,,>=80,,,,Atta sexdens rubropilosa,Leucoagaricus gongylophorus (syn. Rozites gongylophorus),30 days at 25±1°C,Within-study dose-conditioned response; no fitted potency implied,Additional original-table transcription for compound assessment; not part of original 149 rows. Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,Single concentration per isolated compound; no MIC or IC50 established. Godoy thesis may overlap; not imported again.,PDF 3 / printed 671; Table 1 and Figure 1,https://doi.org/10.1590/S0103-50532005000400031,sources/coumarins2005.pdf,coumarins2005,agar_contact,Final concentration explicitly stated in methods,,,coumarins2005|Piperonyl butoxide,compound_assessment,C044,Piperonyl butoxide,achiral_identity_resolved,coumarins2005,coumarins2005|C044,agar_contact,coarse_visual_growth,Glucose/NaCl/peptone/malt/agar slants; DCM stock incorporated and autoclaved; methods explicitly report final concentrations.,Solvent and solvent-free controls; commercial piperonyl butoxide. Two sets of five tubes; do not count ten tubes as ten strains.,One laboratory nest; strain identity and independence from related laboratory papers unresolved.,50,coumarins2005|agar_contact|coarse_visual_growth|50|30 days at 25±1°C,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M010,raulinoa2002,Skimmianine,pure_compound,1,Raulinoa echinata,Stems; also detected in leaves,50,µg/mL,50,growth_inhibition,=,60,percent,,60,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Skimmianine,compound_assessment,C045,Skimmianine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C045,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,50,raulinoa2002|agar_contact|coarse_visual_growth|50|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M011,raulinoa2002,Skimmianine,pure_compound,1,Raulinoa echinata,Stems; also detected in leaves,100,µg/mL,100,growth_inhibition,=,80,percent,,80,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Skimmianine,compound_assessment,C045,Skimmianine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C045,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,100,raulinoa2002|agar_contact|coarse_visual_growth|100|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M012,raulinoa2002,Kokusaginine,pure_compound,2,Raulinoa echinata,Stems; also detected in leaves,50,µg/mL,50,growth_inhibition,=,20,percent,,20,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Kokusaginine,compound_assessment,C046,Kokusaginine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C046,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,50,raulinoa2002|agar_contact|coarse_visual_growth|50|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M013,raulinoa2002,Kokusaginine,pure_compound,2,Raulinoa echinata,Stems; also detected in leaves,100,µg/mL,100,growth_inhibition,=,100,percent,,100,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Kokusaginine,compound_assessment,C046,Kokusaginine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C046,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,100,raulinoa2002|agar_contact|coarse_visual_growth|100|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M014,raulinoa2002,Maculine,pure_compound,3,Raulinoa echinata,Stems; also detected in leaves,50,µg/mL,50,growth_inhibition,=,10,percent,,10,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Maculine,compound_assessment,C047,Maculine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C047,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,50,raulinoa2002|agar_contact|coarse_visual_growth|50|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M015,raulinoa2002,Maculine,pure_compound,3,Raulinoa echinata,Stems; also detected in leaves,100,µg/mL,100,growth_inhibition,=,50,percent,,50,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Maculine,compound_assessment,C047,Maculine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C047,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,100,raulinoa2002|agar_contact|coarse_visual_growth|100|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M016,raulinoa2002,Flindersiamine,pure_compound,4,Raulinoa echinata,Stems,100,µg/mL,100,growth_inhibition,=,50,percent,,50,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|Flindersiamine,compound_assessment,C048,Flindersiamine,achiral_identity_resolved,raulinoa2002,raulinoa2002|C048,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,100,raulinoa2002|agar_contact|coarse_visual_growth|100|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M017,raulinoa2002,2-n-Nonyl-4-quinolone,pure_compound,5,Raulinoa echinata,Leaves,50,µg/mL,50,growth_inhibition,=,20,percent,,20,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|2-n-Nonyl-4-quinolone,compound_assessment,C049,2-n-Nonyl-4-quinolone,achiral_identity_resolved,raulinoa2002,raulinoa2002|C049,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,50,raulinoa2002|agar_contact|coarse_visual_growth|50|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M018,raulinoa2002,2-n-Nonyl-4-quinolone,pure_compound,5,Raulinoa echinata,Leaves,100,µg/mL,100,growth_inhibition,=,50,percent,,50,,,,Atta sexdens,Leucoagaricus gongylophorus (Rozites gongylophora),Not restated; do not assume the exact duration of the cited protocol.,Within-study dose-conditioned response; no fitted potency implied,"Additional original-table transcription for compound assessment; not part of original 149 rows. Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.","Only numeric compound cells extracted. Dashes are unspecified, not zero; NT is not tested. Related thesis not counted again.",PDF 3 / printed 68; Table 1,https://doi.org/10.1590/S0103-50532002000100010,sources/raulinoa2002.pdf,raulinoa2002,agar_contact,Table concentration; detailed assay referred to prior protocol,,,raulinoa2002|2-n-Nonyl-4-quinolone,compound_assessment,C049,2-n-Nonyl-4-quinolone,achiral_identity_resolved,raulinoa2002,raulinoa2002|C049,agar_contact,coarse_visual_growth,Assay refers to Pagnocca1990; actual conditions not repeated.,Not restated; referred protocol.,One nest; molecular strain and independence from related laboratory papers unresolved.,100,raulinoa2002|agar_contact|coarse_visual_growth|100|Not restated; do not assume the exact duration of the cited protocol.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,inhibition_at_tested_dose
M019,napal2015,Argentilactone,pure_compound,Argentilactona,Aristolochia argentina,Aerial parts,,,,MIC,=,0.9,µg/mL,,,,,,Acromyrmex lundi,Leucoagaricus gongylophorus; morphology/gongylidia,MIC incubation duration not clearly restated separately from 48-hour TLC screen; do not inherit automatically.,Reported MIC; preserve endpoint and source protocol,Additional original-table transcription for compound assessment; not part of original 149 rows. One natural-product MIC plus reference fungicide; no negative pure-compound set. Ant IC50 is a different endpoint and excluded here.,One natural-product MIC plus reference fungicide; no negative pure-compound set. Ant IC50 is a different endpoint and excluded here.,PDF 4 / printed 278; Table 2 and Figure 1,https://doi.org/10.1016/j.indcrop.2015.07.001,sources/napal2015.pdf,napal2015,broth_contact,Final concentration explicitly stated in methods,,,napal2015|Argentilactone,compound_assessment,C050,Argentilactone,stereochemistry_or_identity_review,napal2015,napal2015|C050,broth_contact,MIC,Glucose-mineral salts broth microdilution; 2% final acetone.,Inoculum with/without 2% acetone; carbendazin positive control; triplicate.,One colony; six garden fragments do not establish six independent strains.,,napal2015|broth_contact|MIC||MIC incubation duration not clearly restated separately from 48-hour TLC screen; do not inherit automatically.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,False,reported_concentration_endpoint
M020,napal2015,Carbendazim,reference_compound,Carbendazin [as printed],Not applicable,Commercial reference,,,,MIC,=,0.12,µg/mL,,,,,,Acromyrmex lundi,Leucoagaricus gongylophorus; morphology/gongylidia,MIC incubation duration not clearly restated separately from 48-hour TLC screen; do not inherit automatically.,Reported MIC; preserve endpoint and source protocol,Additional original-table transcription for compound assessment; not part of original 149 rows. One natural-product MIC plus reference fungicide; no negative pure-compound set. Ant IC50 is a different endpoint and excluded here.,One natural-product MIC plus reference fungicide; no negative pure-compound set. Ant IC50 is a different endpoint and excluded here.,PDF 4 / printed 278; Table 2 and Figure 1,https://doi.org/10.1016/j.indcrop.2015.07.001,sources/napal2015.pdf,napal2015,broth_contact,Final concentration explicitly stated in methods,,,napal2015|Carbendazim,compound_assessment,C051,Carbendazim,achiral_identity_resolved,napal2015,napal2015|C051,broth_contact,MIC,Glucose-mineral salts broth microdilution; 2% final acetone.,Inoculum with/without 2% acetone; carbendazin positive control; triplicate.,One colony; six garden fragments do not establish six independent strains.,,napal2015|broth_contact|MIC||MIC incubation duration not clearly restated separately from 48-hour TLC screen; do not inherit automatically.,False,Insufficient independent comparable compounds in each endpoint/exposure block; see feasibility report. No pooling across endpoint types.,True,reported_concentration_endpoint
