# exploratory, not prespecified; post hoc, outside the frozen analysis plan at commit 98b5e09199a5eef0c46be452793e953f5a2af31e
level,structure_id,inchikey,inchikey_first_block,members,labels,tested,distinct_organisms,distinct_genera,distinct_families,distinct_references,lotus_rows
connectivity,PCMORTLOPMLEFB,,PCMORTLOPMLEFB,PCMORTLOPMLEFB-ONEGZZNKSA-N;PCMORTLOPMLEFB-ARJAWSKDSA-N;PCMORTLOPMLEFB-UHFFFAOYSA-N,unknown,false,121,73,34,104,2546
connectivity,AVXURJPOCDRRFD,AVXURJPOCDRRFD-UHFFFAOYSA-N,AVXURJPOCDRRFD,AVXURJPOCDRRFD-UHFFFAOYSA-N,unknown,false,12,5,4,8,130
connectivity,JRLGPAXAGHMNOL,JRLGPAXAGHMNOL-LURJTMIESA-N,JRLGPAXAGHMNOL,JRLGPAXAGHMNOL-LURJTMIESA-N,unknown,false,6,6,6,6,66
connectivity,DMCPFOBLJMLSNX,DMCPFOBLJMLSNX-UHFFFAOYSA-N,DMCPFOBLJMLSNX,DMCPFOBLJMLSNX-UHFFFAOYSA-N,unknown,false,16,10,5,21,372
connectivity,ODKSFYDXXFIFQN,,ODKSFYDXXFIFQN,ODKSFYDXXFIFQN-UHFFFAOYSA-N;ODKSFYDXXFIFQN-BYPYZUCNSA-N,unknown,false,171,126,85,94,1954
connectivity,VZCCETWTMQHEPK,VZCCETWTMQHEPK-QNEBEIHSSA-N,VZCCETWTMQHEPK,VZCCETWTMQHEPK-QNEBEIHSSA-N,unknown,false,153,79,50,42,1837
connectivity,FFFHZYDWPBMWHY,FFFHZYDWPBMWHY-UHFFFAOYSA-N,FFFHZYDWPBMWHY,FFFHZYDWPBMWHY-UHFFFAOYSA-N,unknown,false,4,4,4,14,145
connectivity,UKAUYVFTDYCKQA,,UKAUYVFTDYCKQA,UKAUYVFTDYCKQA-UHFFFAOYSA-N;UKAUYVFTDYCKQA-VKHMYHEASA-N,unknown,false,22,14,14,21,282
connectivity,ISAKRJDGNUQOIC,ISAKRJDGNUQOIC-UHFFFAOYSA-N,ISAKRJDGNUQOIC,ISAKRJDGNUQOIC-UHFFFAOYSA-N,unknown,false,96,81,65,89,1266
connectivity,DTOSIQBPPRVQHS,,DTOSIQBPPRVQHS,DTOSIQBPPRVQHS-PDBXOOCHSA-N;DTOSIQBPPRVQHS-IUQGRGSQSA-N,unknown,false,478,298,141,250,7386
connectivity,UCUNFLYVYCGDHP,UCUNFLYVYCGDHP-BYPYZUCNSA-N,UCUNFLYVYCGDHP,UCUNFLYVYCGDHP-BYPYZUCNSA-N,unknown,false,3,3,3,3,39
connectivity,OSELKOCHBMDKEJ,,OSELKOCHBMDKEJ,OSELKOCHBMDKEJ-SISSHIJISA-N;OSELKOCHBMDKEJ-JUGJNGJRSA-N;OSELKOCHBMDKEJ-WGMIZEQOSA-N,unknown,false,205,136,87,139,3121
connectivity,LGJMUZUPVCAVPU,LGJMUZUPVCAVPU-HRJGVYIJSA-N,LGJMUZUPVCAVPU,LGJMUZUPVCAVPU-HRJGVYIJSA-N,unknown,false,108,81,61,80,959
connectivity,OILXMJHPFNGGTO,OILXMJHPFNGGTO-ZAUYPBDWSA-N,OILXMJHPFNGGTO,OILXMJHPFNGGTO-ZAUYPBDWSA-N,unknown,false,161,120,99,96,1511
connectivity,IJSLGIMUXIRGLK,IJSLGIMUXIRGLK-UNOJTMJMSA-N,IJSLGIMUXIRGLK,IJSLGIMUXIRGLK-UNOJTMJMSA-N,unknown,false,24,19,17,20,274
connectivity,ARYTXMNEANMLMU,ARYTXMNEANMLMU-ATEDBJNTSA-N,ARYTXMNEANMLMU,ARYTXMNEANMLMU-ATEDBJNTSA-N,unknown,false,44,38,36,36,428
connectivity,FIGVVZUWCLSUEI,FIGVVZUWCLSUEI-UHFFFAOYSA-N,FIGVVZUWCLSUEI,FIGVVZUWCLSUEI-UHFFFAOYSA-N,unknown,false,95,65,44,61,1003
connectivity,ODBLHEXUDAPZAU,ODBLHEXUDAPZAU-UHFFFAOYSA-N,ODBLHEXUDAPZAU,ODBLHEXUDAPZAU-UHFFFAOYSA-N,unknown,false,24,23,25,23,270
connectivity,GTZCVFVGUGFEME,,GTZCVFVGUGFEME,GTZCVFVGUGFEME-IWQZZHSRSA-N;GTZCVFVGUGFEME-UHFFFAOYSA-N;GTZCVFVGUGFEME-HNQUOIGGSA-N,unknown,false,41,28,21,29,614
connectivity,XUJNEKJLAYXESH,,XUJNEKJLAYXESH,XUJNEKJLAYXESH-UHFFFAOYSA-N;XUJNEKJLAYXESH-REOHCLBHSA-N;XUJNEKJLAYXESH-UWTATZPHSA-N,unknown,false,38,31,24,35,686
connectivity,HOWGUJZVBDQJKV,HOWGUJZVBDQJKV-UHFFFAOYSA-N,HOWGUJZVBDQJKV,HOWGUJZVBDQJKV-UHFFFAOYSA-N,unknown,false,83,59,43,54,871
connectivity,ZJTJUVIJVLLGSP,ZJTJUVIJVLLGSP-UHFFFAOYSA-N,ZJTJUVIJVLLGSP,ZJTJUVIJVLLGSP-UHFFFAOYSA-N,unknown,false,10,10,12,10,128
connectivity,QAIPRVGONGVQAS,,QAIPRVGONGVQAS,QAIPRVGONGVQAS-DUXPYHPUSA-N;QAIPRVGONGVQAS-UHFFFAOYSA-N,unknown,false,927,431,137,703,17048
connectivity,SUHOOTKUPISOBE,SUHOOTKUPISOBE-UHFFFAOYSA-N,SUHOOTKUPISOBE,SUHOOTKUPISOBE-UHFFFAOYSA-N,unknown,false,13,13,13,15,186
connectivity,AGPKZVBTJJNPAG,AGPKZVBTJJNPAG-WHFBIAKZSA-N,AGPKZVBTJJNPAG,AGPKZVBTJJNPAG-WHFBIAKZSA-N,unknown,false,129,99,72,70,1482
connectivity,BOTWFXYSPFMFNR,BOTWFXYSPFMFNR-PYDDKJGSSA-N,BOTWFXYSPFMFNR,BOTWFXYSPFMFNR-PYDDKJGSSA-N,unknown,false,400,265,117,284,3969
connectivity,LEVWYRKDKASIDU,LEVWYRKDKASIDU-IMJSIDKUSA-N,LEVWYRKDKASIDU,LEVWYRKDKASIDU-IMJSIDKUSA-N,unknown,false,34,28,24,25,597
connectivity,AAWZDTNXLSGCEK,,AAWZDTNXLSGCEK,AAWZDTNXLSGCEK-LNVDRNJUSA-N;AAWZDTNXLSGCEK-WYWMIBKRSA-N,unknown,false,60,41,30,45,748
connectivity,SNRUBQQJIBEYMU,SNRUBQQJIBEYMU-UHFFFAOYSA-N,SNRUBQQJIBEYMU,SNRUBQQJIBEYMU-UHFFFAOYSA-N,unknown,false,81,54,43,54,841
connectivity,QZAYGJVTTNCVMB,QZAYGJVTTNCVMB-UHFFFAOYSA-N,QZAYGJVTTNCVMB,QZAYGJVTTNCVMB-UHFFFAOYSA-N,inactive,true,40,32,34,41,569
connectivity,ZYURHZPYMFLWSH,ZYURHZPYMFLWSH-UHFFFAOYSA-N,ZYURHZPYMFLWSH,ZYURHZPYMFLWSH-UHFFFAOYSA-N,unknown,false,86,59,44,57,937
connectivity,BJQWYEJQWHSSCJ,BJQWYEJQWHSSCJ-UHFFFAOYSA-N,BJQWYEJQWHSSCJ,BJQWYEJQWHSSCJ-UHFFFAOYSA-N,unknown,false,141,82,51,81,1570
connectivity,TYFQFVWCELRYAO,TYFQFVWCELRYAO-UHFFFAOYSA-N,TYFQFVWCELRYAO,TYFQFVWCELRYAO-UHFFFAOYSA-N,unknown,false,18,16,16,22,267
connectivity,UBQKCCHYAOITMY,UBQKCCHYAOITMY-UHFFFAOYSA-N,UBQKCCHYAOITMY,UBQKCCHYAOITMY-UHFFFAOYSA-N,unknown,false,18,11,10,12,209
connectivity,QIVBCDIJIAJPQS,,QIVBCDIJIAJPQS,QIVBCDIJIAJPQS-UHFFFAOYSA-N;QIVBCDIJIAJPQS-VIFPVBQESA-N,unknown,false,166,129,97,121,1968
connectivity,UYUXSRADSPPKRZ,UYUXSRADSPPKRZ-SKNVOMKLSA-N,UYUXSRADSPPKRZ,UYUXSRADSPPKRZ-SKNVOMKLSA-N,unknown,false,4,5,4,5,37
connectivity,PHOQVHQSTUBQQK,PHOQVHQSTUBQQK-SQOUGZDYSA-N,PHOQVHQSTUBQQK,PHOQVHQSTUBQQK-SQOUGZDYSA-N,unknown,false,17,9,10,10,191
connectivity,XFNJVJPLKCPIBV,XFNJVJPLKCPIBV-UHFFFAOYSA-N,XFNJVJPLKCPIBV,XFNJVJPLKCPIBV-UHFFFAOYSA-N,unknown,false,11,11,9,10,101
connectivity,VQHSOMBJVWLPSR,VQHSOMBJVWLPSR-WUJBLJFYSA-N,VQHSOMBJVWLPSR,VQHSOMBJVWLPSR-WUJBLJFYSA-N,unknown,false,9,2,2,3,98
connectivity,BXRLWGXPSRYJDZ,BXRLWGXPSRYJDZ-VKHMYHEASA-N,BXRLWGXPSRYJDZ,BXRLWGXPSRYJDZ-VKHMYHEASA-N,unknown,false,16,8,8,10,173
connectivity,FNAZRRHPUDJQCJ,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,FNAZRRHPUDJQCJ,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,unknown,false,74,55,38,51,841
connectivity,HEBKCHPVOIAQTA,,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-ZXFHETKHSA-N;HEBKCHPVOIAQTA-SCDXWVJYSA-N,unknown,false,70,43,38,50,772
connectivity,IGGUPRCHHJZPBS,IGGUPRCHHJZPBS-UHFFFAOYSA-N,IGGUPRCHHJZPBS,IGGUPRCHHJZPBS-UHFFFAOYSA-N,unknown,false,168,104,61,111,2046
connectivity,APJYDQYYACXCRM,APJYDQYYACXCRM-UHFFFAOYSA-N,APJYDQYYACXCRM,APJYDQYYACXCRM-UHFFFAOYSA-N,unknown,false,66,44,32,53,909
connectivity,HNDVDQJCIGZPNO,,HNDVDQJCIGZPNO,HNDVDQJCIGZPNO-UHFFFAOYSA-N;HNDVDQJCIGZPNO-YFKPBYRVSA-N,unknown,false,135,110,78,80,1940
connectivity,YCCMTCQQDULIFE,YCCMTCQQDULIFE-UHFFFAOYSA-N,YCCMTCQQDULIFE,YCCMTCQQDULIFE-UHFFFAOYSA-N,unknown,false,4,4,4,4,44
connectivity,FJKROLUGYXJWQN,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,FJKROLUGYXJWQN-UHFFFAOYSA-N,unknown,false,609,339,142,496,8837
connectivity,LNTHITQWFMADLM,LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM,LNTHITQWFMADLM-UHFFFAOYSA-N,inactive,true,610,298,111,587,10888
connectivity,REFJWTPEDVJJIY,REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY,REFJWTPEDVJJIY-UHFFFAOYSA-N,unknown,false,2056,737,176,1332,30544
connectivity,KSEBMYQBYZTDHS,,KSEBMYQBYZTDHS,KSEBMYQBYZTDHS-UHFFFAOYSA-N;KSEBMYQBYZTDHS-HWKANZROSA-N,unknown,false,612,351,123,557,12771
connectivity,KZNIFHPLKGYRTM,KZNIFHPLKGYRTM-UHFFFAOYSA-N,KZNIFHPLKGYRTM,KZNIFHPLKGYRTM-UHFFFAOYSA-N,unknown,false,1158,503,143,813,17471
connectivity,IQPNAANSBPBGFQ,IQPNAANSBPBGFQ-UHFFFAOYSA-N,IQPNAANSBPBGFQ,IQPNAANSBPBGFQ-UHFFFAOYSA-N,inactive,true,1306,526,129,836,19935
connectivity,SBHXYTNGIZCORC,SBHXYTNGIZCORC-ZDUSSCGKSA-N,SBHXYTNGIZCORC,SBHXYTNGIZCORC-ZDUSSCGKSA-N,unknown,false,228,133,52,163,2515
connectivity,FTVWIRXFELQLPI,,FTVWIRXFELQLPI,FTVWIRXFELQLPI-ZDUSSCGKSA-N;FTVWIRXFELQLPI-UHFFFAOYSA-N,unknown,false,399,199,76,287,5159
connectivity,WXTMDXOMEHJXQO,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO,WXTMDXOMEHJXQO-UHFFFAOYSA-N,unknown,false,109,68,36,62,1441
connectivity,NGSWKAQJJWESNS,,NGSWKAQJJWESNS,NGSWKAQJJWESNS-ZZXKWVIFSA-N;NGSWKAQJJWESNS-UHFFFAOYSA-N,unknown,false,698,394,140,585,14197
connectivity,JMSVCTWVEWCHDZ,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,unknown,false,282,187,82,210,4374
connectivity,WKOLLVMJNQIZCI,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,WKOLLVMJNQIZCI-UHFFFAOYSA-N,unknown,false,521,329,123,454,8152
connectivity,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,unknown,false,1413,563,159,847,20762
connectivity,XZTRGHMNLXAJPZ,XZTRGHMNLXAJPZ-DGBSRBSYSA-N,XZTRGHMNLXAJPZ,XZTRGHMNLXAJPZ-DGBSRBSYSA-N,unknown,false,2,2,2,2,32
connectivity,JPUKWEQWGBDDQB,,JPUKWEQWGBDDQB,JPUKWEQWGBDDQB-QSOFNFLRSA-N;JPUKWEQWGBDDQB-UHFFFAOYSA-N,unknown,false,1114,454,148,724,15073
connectivity,IKMDFBPHZNJCSN,IKMDFBPHZNJCSN-UHFFFAOYSA-N,IKMDFBPHZNJCSN,IKMDFBPHZNJCSN-UHFFFAOYSA-N,unknown,false,517,179,84,229,8199
connectivity,OVSQVDMCBVZWGM,,OVSQVDMCBVZWGM,OVSQVDMCBVZWGM-LVWULRLVSA-N;OVSQVDMCBVZWGM-QSOFNFLRSA-N;OVSQVDMCBVZWGM-DTGCRPNFSA-N,inactive;unknown,true,1932,711,167,1296,32022
connectivity,PEFASEPMJYRQBW,,PEFASEPMJYRQBW,PEFASEPMJYRQBW-HKWQTAEVSA-N;PEFASEPMJYRQBW-DQNJWZGDSA-N,unknown,false,43,22,10,40,564
connectivity,IKGXIBQEEMLURG,,IKGXIBQEEMLURG,IKGXIBQEEMLURG-NVPNHPEKSA-N;IKGXIBQEEMLURG-UHFFFAOYSA-N,unknown,false,1392,576,147,1007,19055
connectivity,FNTJVYCFNVUBOL,,FNTJVYCFNVUBOL,FNTJVYCFNVUBOL-ZUGPOPFOSA-N;FNTJVYCFNVUBOL-UHFFFAOYSA-N,unknown,false,29,21,16,28,303
connectivity,DUBCCGAQYVUYEU,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,DUBCCGAQYVUYEU,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,unknown,false,153,82,35,120,2165
connectivity,OPJZLUXFQFQYAI,OPJZLUXFQFQYAI-GNPVFZCLSA-N,OPJZLUXFQFQYAI,OPJZLUXFQFQYAI-GNPVFZCLSA-N,unknown,false,44,35,25,37,319
connectivity,AIONOLUJZLIMTK,AIONOLUJZLIMTK-AWEZNQCLSA-N,AIONOLUJZLIMTK,AIONOLUJZLIMTK-AWEZNQCLSA-N,unknown,false,85,45,19,36,1319
connectivity,SGEWCQFRYRRZDC,SGEWCQFRYRRZDC-VPRICQMDSA-N,SGEWCQFRYRRZDC,SGEWCQFRYRRZDC-VPRICQMDSA-N,unknown,false,379,180,76,270,4962
connectivity,HFGSQOYIOKBQOW,HFGSQOYIOKBQOW-ZSDYHTTISA-N,HFGSQOYIOKBQOW,HFGSQOYIOKBQOW-ZSDYHTTISA-N,unknown,false,161,89,42,143,1886
connectivity,WCGUUGGRBIKTOS,,WCGUUGGRBIKTOS,WCGUUGGRBIKTOS-GPOJBZKASA-N;WCGUUGGRBIKTOS-XHINXETDSA-N;WCGUUGGRBIKTOS-UHFFFAOYSA-N,unknown,false,968,454,127,853,11306
connectivity,RXGUTQNKCXHALN,RXGUTQNKCXHALN-BJMVGYQFSA-N,RXGUTQNKCXHALN,RXGUTQNKCXHALN-BJMVGYQFSA-N,unknown,false,75,45,21,54,1476
connectivity,NPJICTMALKLTFW,NPJICTMALKLTFW-OFUAXYCQSA-N,NPJICTMALKLTFW,NPJICTMALKLTFW-OFUAXYCQSA-N,unknown,false,1518,744,185,1215,18297
connectivity,DUEINKIQNGZKPL,DUEINKIQNGZKPL-VYJAJWGXSA-N,DUEINKIQNGZKPL,DUEINKIQNGZKPL-VYJAJWGXSA-N,unknown,false,27,17,8,23,266
connectivity,ZDTVOKFHNGKTNZ,ZDTVOKFHNGKTNZ-UHFFFAOYSA-N,ZDTVOKFHNGKTNZ,ZDTVOKFHNGKTNZ-UHFFFAOYSA-N,unknown,false,2,1,1,1,12
connectivity,XVAVQANUJQBBFF,XVAVQANUJQBBFF-FUHWJXTLSA-N,XVAVQANUJQBBFF,XVAVQANUJQBBFF-FUHWJXTLSA-N,unknown,false,4,3,2,3,29
connectivity,LEHOTFFKMJEONL,LEHOTFFKMJEONL-UHFFFAOYSA-N,LEHOTFFKMJEONL,LEHOTFFKMJEONL-UHFFFAOYSA-N,unknown,false,22,13,12,18,271
connectivity,SRBFZHDQGSBBOR,SRBFZHDQGSBBOR-SQOUGZDYSA-N,SRBFZHDQGSBBOR,SRBFZHDQGSBBOR-SQOUGZDYSA-N,unknown,false,59,50,34,47,837
connectivity,QQGLQYQXUKHWPX,,QQGLQYQXUKHWPX,QQGLQYQXUKHWPX-UHFFFAOYSA-N;QQGLQYQXUKHWPX-UNSIAWGWSA-N,unknown,false,34,15,6,24,647
connectivity,ZJUKTBDSGOFHSH,,ZJUKTBDSGOFHSH,ZJUKTBDSGOFHSH-XSTWQCECSA-N;ZJUKTBDSGOFHSH-UHFFFAOYSA-N,unknown,false,10,10,10,24,267
connectivity,AYFVYJQAPQTCCC,AYFVYJQAPQTCCC-GBXIJSLDSA-N,AYFVYJQAPQTCCC,AYFVYJQAPQTCCC-GBXIJSLDSA-N,unknown,false,145,109,78,81,1583
connectivity,NBSCHQHZLSJFNQ,,NBSCHQHZLSJFNQ,NBSCHQHZLSJFNQ-FPRJBGLDSA-N;NBSCHQHZLSJFNQ-UHFFFAOYSA-N,unknown,false,14,11,10,14,171
connectivity,RGHNJXZEOKUKBD,,RGHNJXZEOKUKBD,RGHNJXZEOKUKBD-UHFFFAOYSA-N;RGHNJXZEOKUKBD-MGCNEYSASA-N;RGHNJXZEOKUKBD-SQOUGZDYSA-N,unknown,false,27,19,20,29,476
connectivity,RFSUNEUAIZKAJO,RFSUNEUAIZKAJO-KVTDHHQDSA-N,RFSUNEUAIZKAJO,RFSUNEUAIZKAJO-KVTDHHQDSA-N,unknown,false,7,8,7,7,84
connectivity,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA-N,unknown,false,59,49,40,61,755
connectivity,AEMOLEFTQBMNLQ,,AEMOLEFTQBMNLQ,AEMOLEFTQBMNLQ-DTEWXJGMSA-N;AEMOLEFTQBMNLQ-YMDCURPLSA-N,unknown,false,40,32,25,28,471
connectivity,RWSXRVCMGQZWBV,RWSXRVCMGQZWBV-WDSKDSINSA-N,RWSXRVCMGQZWBV,RWSXRVCMGQZWBV-WDSKDSINSA-N,unknown,false,25,22,19,19,267
connectivity,DLRVVLDZNNYCBX,,DLRVVLDZNNYCBX,DLRVVLDZNNYCBX-LDGFZSKTSA-N;DLRVVLDZNNYCBX-RTPHMHGBSA-N;DLRVVLDZNNYCBX-ABXHMFFYSA-N,unknown,false,47,30,25,32,521
connectivity,IAJILQKETJEXLJ,IAJILQKETJEXLJ-RSJOWCBRSA-N,IAJILQKETJEXLJ,IAJILQKETJEXLJ-RSJOWCBRSA-N,unknown,false,17,17,14,14,219
connectivity,VFRROHXSMXFLSN,VFRROHXSMXFLSN-KVTDHHQDSA-N,VFRROHXSMXFLSN,VFRROHXSMXFLSN-KVTDHHQDSA-N,unknown,false,4,4,4,5,38
connectivity,GUBGYTABKSRVRQ,,GUBGYTABKSRVRQ,GUBGYTABKSRVRQ-YOLKTULGSA-N;GUBGYTABKSRVRQ-QKKXKWKRSA-N;GUBGYTABKSRVRQ-CUHNMECISA-N;GUBGYTABKSRVRQ-PICCSMPSSA-N,unknown,false,87,73,59,77,1234
connectivity,NMPZCCZXCOMSDQ,NMPZCCZXCOMSDQ-XVFCMESISA-N,NMPZCCZXCOMSDQ,NMPZCCZXCOMSDQ-XVFCMESISA-N,unknown,false,2,2,2,2,30
connectivity,FEWJPZIEWOKRBE,,FEWJPZIEWOKRBE,FEWJPZIEWOKRBE-JCYAYHJZSA-N;FEWJPZIEWOKRBE-UHFFFAOYSA-N,unknown,false,29,29,24,30,304
connectivity,NCMVOABPESMRCP,,NCMVOABPESMRCP,NCMVOABPESMRCP-UHFFFAOYSA-N;NCMVOABPESMRCP-SHYZEUOFSA-N,unknown,false,7,7,7,7,57
connectivity,DEFJQIDDEAULHB,DEFJQIDDEAULHB-IMJSIDKUSA-N,DEFJQIDDEAULHB,DEFJQIDDEAULHB-IMJSIDKUSA-N,unknown,false,16,5,5,6,164
connectivity,GYOZYWVXFNDGLU,GYOZYWVXFNDGLU-XLPZGREQSA-N,GYOZYWVXFNDGLU,GYOZYWVXFNDGLU-XLPZGREQSA-N,unknown,false,6,6,6,7,53
connectivity,XUYPXLNMDZIRQH,XUYPXLNMDZIRQH-LURJTMIESA-N,XUYPXLNMDZIRQH,XUYPXLNMDZIRQH-LURJTMIESA-N,unknown,false,6,6,6,7,60
connectivity,CDOJPCSDOXYJJF,CDOJPCSDOXYJJF-CBTAGEKQSA-N,CDOJPCSDOXYJJF,CDOJPCSDOXYJJF-CBTAGEKQSA-N,unknown,false,7,7,8,8,77
connectivity,MDCTVRUPVLZSPG,MDCTVRUPVLZSPG-BQBZGAKWSA-N,MDCTVRUPVLZSPG,MDCTVRUPVLZSPG-BQBZGAKWSA-N,unknown,false,1,1,1,1,16
connectivity,GKHCBYYBLTXYEV,GKHCBYYBLTXYEV-UJPOAAIJSA-N,GKHCBYYBLTXYEV,GKHCBYYBLTXYEV-UJPOAAIJSA-N,unknown,false,111,77,35,92,1130
connectivity,AMBQHHVBBHTQBF,AMBQHHVBBHTQBF-UOUCRYGSSA-N,AMBQHHVBBHTQBF,AMBQHHVBBHTQBF-UOUCRYGSSA-N,unknown,false,157,67,23,119,2517
connectivity,WNLRTRBMVRJNCN,WNLRTRBMVRJNCN-UHFFFAOYSA-N,WNLRTRBMVRJNCN,WNLRTRBMVRJNCN-UHFFFAOYSA-N,unknown,false,12,11,10,14,158
connectivity,BOPGDPNILDQYTO,BOPGDPNILDQYTO-NNYOXOHSSA-N,BOPGDPNILDQYTO,BOPGDPNILDQYTO-NNYOXOHSSA-N,unknown,false,6,6,6,7,59
connectivity,HJCMDXDYPOUFDY,HJCMDXDYPOUFDY-WHFBIAKZSA-N,HJCMDXDYPOUFDY,HJCMDXDYPOUFDY-WHFBIAKZSA-N,unknown,false,1,1,1,1,16
connectivity,JZDHUJAFXGNDSB,JZDHUJAFXGNDSB-WHFBIAKZSA-N,JZDHUJAFXGNDSB,JZDHUJAFXGNDSB-WHFBIAKZSA-N,unknown,false,1,1,1,1,16
connectivity,QGWNDRXFNXRZMB,QGWNDRXFNXRZMB-UUOKFMHZSA-N,QGWNDRXFNXRZMB,QGWNDRXFNXRZMB-UUOKFMHZSA-N,unknown,false,5,5,5,6,59
connectivity,UGQMRVRMYYASKQ,UGQMRVRMYYASKQ-KQYNXXCUSA-N,UGQMRVRMYYASKQ,UGQMRVRMYYASKQ-KQYNXXCUSA-N,unknown,false,55,38,40,41,517
connectivity,GHOKWGTUZJEAQD,,GHOKWGTUZJEAQD,GHOKWGTUZJEAQD-UHFFFAOYSA-N;GHOKWGTUZJEAQD-ZETCQYMHSA-N,unknown,false,16,16,16,18,188
connectivity,JVGVDSSUAVXRDY,JVGVDSSUAVXRDY-UHFFFAOYSA-N,JVGVDSSUAVXRDY,JVGVDSSUAVXRDY-UHFFFAOYSA-N,unknown,false,10,10,9,10,82
connectivity,DSLZVSRJTYRBFB,,DSLZVSRJTYRBFB,DSLZVSRJTYRBFB-LLEIAEIESA-N;DSLZVSRJTYRBFB-DUHBMQHGSA-N,unknown,false,17,9,9,14,344
connectivity,BTNMPGBKDVTSJY,BTNMPGBKDVTSJY-UHFFFAOYSA-N,BTNMPGBKDVTSJY,BTNMPGBKDVTSJY-UHFFFAOYSA-N,unknown,false,6,6,7,8,88
connectivity,XFTRTWQBIOMVPK,,XFTRTWQBIOMVPK,XFTRTWQBIOMVPK-RXMQYKEDSA-N;XFTRTWQBIOMVPK-UHFFFAOYSA-N,unknown,false,18,10,10,14,222
connectivity,UASRYODFRYWBRC,UASRYODFRYWBRC-UUOKFMHZSA-N,UASRYODFRYWBRC,UASRYODFRYWBRC-UUOKFMHZSA-N,unknown,false,3,3,3,3,38
connectivity,UOOOPKANIPLQPU,UOOOPKANIPLQPU-XVFCMESISA-N,UOOOPKANIPLQPU,UOOOPKANIPLQPU-XVFCMESISA-N,unknown,false,5,5,5,5,51
connectivity,STTYIMSDIYISRG,STTYIMSDIYISRG-WDSKDSINSA-N,STTYIMSDIYISRG,STTYIMSDIYISRG-WDSKDSINSA-N,unknown,false,1,1,1,1,16
connectivity,XJLXINKUBYWONI,XJLXINKUBYWONI-NNYOXOHSSA-N,XJLXINKUBYWONI,XJLXINKUBYWONI-NNYOXOHSSA-N,unknown,false,5,5,5,5,52
connectivity,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA-N,unknown,false,8,8,9,9,77
connectivity,RQFCJASXJCIDSX,RQFCJASXJCIDSX-UUOKFMHZSA-N,RQFCJASXJCIDSX,RQFCJASXJCIDSX-UUOKFMHZSA-N,unknown,false,17,16,16,18,175
connectivity,UBORTCNDUKBEOP,UBORTCNDUKBEOP-UUOKFMHZSA-N,UBORTCNDUKBEOP,UBORTCNDUKBEOP-UUOKFMHZSA-N,unknown,false,17,12,13,17,217
connectivity,KOSRFJWDECSPRO,KOSRFJWDECSPRO-WDSKDSINSA-N,KOSRFJWDECSPRO,KOSRFJWDECSPRO-WDSKDSINSA-N,unknown,false,3,3,3,3,36
connectivity,HSPSXROIMXIJQW,HSPSXROIMXIJQW-BQBZGAKWSA-N,HSPSXROIMXIJQW,HSPSXROIMXIJQW-BQBZGAKWSA-N,unknown,false,1,1,1,1,16
connectivity,KFKWRHQBZQICHA,KFKWRHQBZQICHA-STQMWFEESA-N,KFKWRHQBZQICHA,KFKWRHQBZQICHA-STQMWFEESA-N,unknown,false,2,2,2,2,22
connectivity,NUCLJNSWZCHRKL,NUCLJNSWZCHRKL-UHFFFAOYSA-N,NUCLJNSWZCHRKL,NUCLJNSWZCHRKL-UHFFFAOYSA-N,unknown,false,6,6,6,8,86
connectivity,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-XLPZGREQSA-N,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-XLPZGREQSA-N,unknown,false,53,45,43,49,560
connectivity,UHDGCWIWMRVCDJ,UHDGCWIWMRVCDJ-XVFCMESISA-N,UHDGCWIWMRVCDJ,UHDGCWIWMRVCDJ-XVFCMESISA-N,unknown,false,24,16,16,19,289
connectivity,FVTCRASFADXXNN,FVTCRASFADXXNN-SCRDCRAPSA-N,FVTCRASFADXXNN,FVTCRASFADXXNN-SCRDCRAPSA-N,unknown,false,5,5,5,6,67
connectivity,PWKSKIMOESPYIA,PWKSKIMOESPYIA-BYPYZUCNSA-N,PWKSKIMOESPYIA,PWKSKIMOESPYIA-BYPYZUCNSA-N,unknown,false,6,5,5,6,62
